pathway	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.971524288107203	0.999714255685327	0.038875878582578	-0.374923992200335	-0.593560701382669	2	CAMKK2	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.544412607449857	0.999714255685327	0.0583452776743612	-0.477108678736944	-0.976859427752381	5	ASH2L, CTCF, RBBP5	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.855946398659966	0.999714255685327	0.0446854397644147	-0.46271188389664	-0.732542051342055	2	RAD17	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.930232558139535	0.999714255685327	0.0665892104103933	0.322140298319901	0.610349723161844	3	IDI1	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	0.445288753799392	0.999714255685327	0.0709609456938284	-0.564611108651905	-1.00700748781772	3	SARM1, UBC	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.846381093057607	0.999714255685327	0.0394366509525593	-0.365965985290006	-0.702917947099142	4	GRIK1	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.165384615384615	0.999714255685327	0.149207542435322	-0.919075144508671	-1.22291983639274	1	MMP24	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	0.472906403940887	0.999714255685327	0.0937465422491719	0.620057859209257	1.0143405950631	2	NEK6, NEK9	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.809885931558935	0.999714255685327	0.0878312634480124	0.270348837209302	0.738695712620112	7	CREB1, CAMK4, CASK, CALM1, PRKAR1A, KRAS, CAMKK2	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_RAC1	0.307881773399015	0.999714255685327	0.120985142145252	0.702989392478303	1.15000667776205	2	PAK3, NCK2	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	0.971524288107203	0.999714255685327	0.038875878582578	-0.374923992200335	-0.593560701382669	2	CAMKK2	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	0.759615384615385	0.999714255685327	0.0565299525056311	-0.627167630057804	-0.834508190242844	1	KRAS	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_SMO	0.901215805471125	0.999714255685327	0.0378487722705029	-0.369235526581686	-0.658546979218776	3	KIF3A, EVC2	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.832826747720365	0.999714255685327	0.041488040200221	-0.412162162162162	-0.735108426193446	3	RPSA, PABPC1, EIF3L	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE	0.20703933747412	0.999714255685327	0.137250779610133	0.882466281310212	1.18089542338564	1	GNB1	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.0105421279921678	0.999714255685327	0.380730400722792	0.944069431051109	1.54438482514273	2	POLA2, ORC4	2Gy_vs_0Gy	0
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.7	0.999714255685327	0.0603786357920401	-0.657032755298651	-0.874246675492503	1	TFAP2A	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.989648033126294	0.999714255685327	0.0477342401407188	0.508670520231214	0.680690811733209	1	DGAT2L6	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.901215805471125	0.999714255685327	0.0378487722705029	-0.367760617760618	-0.655916417751061	3	PLA2G5, PLA2G12A, PLAAT3	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.901215805471125	0.999714255685327	0.0378487722705029	-0.367760617760618	-0.655916417751061	3	PLA2G5, PLA2G12A, PLAAT3	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.855946398659966	0.999714255685327	0.0446854397644147	-0.462873674059788	-0.732798189345257	2	PLA2G5, PLA2G12A	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.843426883308715	0.999714255685327	0.0395979123961192	-0.368115942028986	-0.707047410595915	4	PLA2G5, MBOAT7, PLA2G12A, PLAAT3	2Gy_vs_0Gy	0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.843426883308715	0.999714255685327	0.0395979123961192	-0.368115942028986	-0.707047410595915	4	PLA2G5, OSBPL5, PLA2G12A, PLAAT3	2Gy_vs_0Gy	0
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.973711882229232	0.999714255685327	0.0129839954274655	-0.145548571949365	-0.530328524624555	60	SPTBN2, TRIM41, CRTAM, AP2A1, ACTR1A, ATG14, KIF3A, PIK3R2, UBE3B, SKP1, ANAPC11, UBC, SNAP23, PSMA4, PSMC3, LNPEP, AP2A2	2Gy_vs_0Gy	0
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.0519230769230769	0.999714255685327	0.276500599254472	-0.976878612716763	-1.29983303365014	1	ADCY7	2Gy_vs_0Gy	0
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.0519230769230769	0.999714255685327	0.276500599254472	-0.976878612716763	-1.29983303365014	1	ADCY7	2Gy_vs_0Gy	0
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.417763157894737	0.999714255685327	0.119887845115423	0.443190144618092	1.03771952243414	5	CDH2, TNRC6B, CTNND1, ILF3	2Gy_vs_0Gy	0
REACTOME_ADIPOGENESIS	0.855513307984791	0.999714255685327	0.0847985102819124	0.254430397396388	0.695200488587401	7	NCOR2, NCOA3, FAM120B, GATAD2A, THRAP3, HDAC1	2Gy_vs_0Gy	0
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	0.223042836041359	0.999714255685327	0.108394255853397	-0.643750299163235	-1.23646365214433	4	ADCY7	2Gy_vs_0Gy	0
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.20703933747412	0.999714255685327	0.137250779610133	0.882466281310212	1.18089542338564	1	GNB1	2Gy_vs_0Gy	0
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.20703933747412	0.999714255685327	0.137250779610133	0.882466281310212	1.18089542338564	1	GNB1	2Gy_vs_0Gy	0
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.20703933747412	0.999714255685327	0.137250779610133	0.882466281310212	1.18089542338564	1	GNB1	2Gy_vs_0Gy	0
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.186335403726708	0.999714255685327	0.14551614609036	0.896917148362235	1.20023323053715	1	APP	2Gy_vs_0Gy	0
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.895470383275261	0.999714255685327	0.024919740580511	-0.198640521596881	-0.627724630641889	26	PET117, FOXRED1, TMEM223, COX15, ATP5ME, UBC, ATP5F1A, COX7B, NDUFA1, PDP1, MT-ND2, UQCRH, MT-CO1, MT-ATP6, MT-CYB, MT-ND1, MT-ND6, MT-ND4, MT-CO2, MT-CO3	2Gy_vs_0Gy	0
REACTOME_AGGREPHAGY	0.24785100286533	0.999714255685327	0.0999276973731092	-0.582815421954543	-1.19328942219825	5	HDAC6, ARL13B, UBC	2Gy_vs_0Gy	0
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.884057971014493	0.999714255685327	0.0529129848430583	0.564547206165703	0.755463666052387	1	MDM2	2Gy_vs_0Gy	0
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	0.132505175983437	0.999714255685327	0.175204047558551	0.932562620423892	1.24793315484422	1	CREB1	2Gy_vs_0Gy	0
REACTOME_ALK_MUTANTS_BIND_TKIS	0.525963149078727	0.999714255685327	0.0675188953767744	-0.612343297974928	-0.969430937987996	2	PRKAR1A, NPM1	2Gy_vs_0Gy	0
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	0.726600985221675	0.999714255685327	0.070619624712259	0.491350257459388	0.803790332036682	2	ELOVL1	2Gy_vs_0Gy	0
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	0.180769230769231	0.999714255685327	0.142056643575821	-0.908477842003854	-1.20881908356221	1	PHYH	2Gy_vs_0Gy	0
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	0.555769230769231	0.999714255685327	0.0716527366829457	-0.722543352601156	-0.961414965717562	1	UBC	2Gy_vs_0Gy	0
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	0.760210803689065	0.999714255685327	0.0391155247681459	-0.325001479681985	-0.776180446676681	9	LAMTOR4, NPRL3, ATP6V1D, ATP6V1C1, RRAGC, SZT2	2Gy_vs_0Gy	0
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	0.612836438923395	0.999714255685327	0.0704500850658419	0.698458574181118	0.934660678989728	1	ADIPOR2	2Gy_vs_0Gy	0
REACTOME_AMYLOID_FIBER_FORMATION	0.107692307692308	0.999714255685327	0.241339976815091	0.633431289013651	1.35643915499583	4	APOE, TSPAN5, APP	2Gy_vs_0Gy	0
REACTOME_ANCHORING_FIBRIL_FORMATION	0.271153846153846	0.999714255685327	0.112843355675562	-0.861271676300578	-1.14600663913533	1	COL7A1	2Gy_vs_0Gy	0
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.820816864295125	0.999714255685327	0.0355420211253902	-0.300858472223696	-0.718521231305016	9	KIF24, ACTR1A, B9D1, CKAP5, CNTRL	2Gy_vs_0Gy	0
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.255813953488372	0.999714255685327	0.147331213699377	0.633204633204633	1.19971414503831	3	SH3KBP1, ITPR2, CALM1	2Gy_vs_0Gy	0
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.590116279069767	0.999714255685327	0.0905428948469474	0.475519302777557	0.900952399690708	3	HLA-C, HSPA5	2Gy_vs_0Gy	0
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.593220338983051	0.999714255685327	0.11331290842208	0.279883381924198	0.901763882752307	10	CYBA, HLA-C, PSMC2, ITGB5, PSMD4, LNPEP, PSMC3, PSMA4, SNAP23, UBC	2Gy_vs_0Gy	0
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.776	0.999714255685327	0.139599673451922	0.171531699785439	0.793542598154344	30	ASB6, ASB3, ZNRF1, NPEPPS, RNF130, NEDD4, FBXO11, CUL1, RNF115, UBE2D3, FBXW4, KLHL5, PSMC2, UBA3, LTN1, UBE2D2, UBE2B, MGRN1, FBXW5, TPP2, FBXL13, PSMD4, LNPEP, PSMC3, PSMA4, UBC, ANAPC11, SKP1, UBE3B	2Gy_vs_0Gy	0
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.711934156378601	0.999714255685327	0.0999276973731092	0.279611650485437	0.849034097219309	9	STAT1, EIF4G3, NEDD4, NUP42, STAT3, ILF3, NUP62, NPM1, UBC	2Gy_vs_0Gy	0
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.308525033829499	0.999714255685327	0.0840745577910723	-0.505730386013157	-1.13919428086837	7	ADCY7	2Gy_vs_0Gy	0
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.301507537688442	0.999714255685327	0.09754492162472	-0.723240115718419	-1.14499717085196	2	ANAPC11, UBC	2Gy_vs_0Gy	0
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.301507537688442	0.999714255685327	0.09754492162472	-0.723240115718419	-1.14499717085196	2	ANAPC11, UBC	2Gy_vs_0Gy	0
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.359116022099448	0.999714255685327	0.0770736734944102	-0.508129953134327	-1.09988861048305	6	ANAPC11, UBC, PSMA4, PSMC3, PSMD4	2Gy_vs_0Gy	0
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.338177014531044	0.999714255685327	0.0778840111977068	-0.476426997224616	-1.10979218168252	8	SKP1, ANAPC11, UBC, PSMA4, PSMC3, PSMD4	2Gy_vs_0Gy	0
REACTOME_APOPTOSIS	0.747252747252747	0.999714255685327	0.115240003147781	0.230019493177388	0.801116442813424	13	OCLN, VIM, STAT3, PLEC, PSMC2, FNTA, NMT1, PSMD4, CFLAR, PSMC3, PSMA4, UBC, TRAF2	2Gy_vs_0Gy	0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.138461538461538	0.999714255685327	0.211400189384923	0.608370824939121	1.30277430562284	4	OCLN	2Gy_vs_0Gy	0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.030200192736292	0.999714255685327	0.352487857583619	0.984585741811175	1.31754926058966	1	OCLN	2Gy_vs_0Gy	0
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.138461538461538	0.999714255685327	0.211400189384923	0.608370824939121	1.30277430562284	4	OCLN	2Gy_vs_0Gy	0
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.129179331306991	0.999714255685327	0.150169802128406	-0.742642979117612	-1.32453476257719	3	ADCY7	2Gy_vs_0Gy	0
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	0.0370420145258228	0.999714255685327	0.321775918075361	0.981695568400771	1.31368169915936	1	DAGLA	2Gy_vs_0Gy	0
REACTOME_ARACHIDONIC_ACID_METABOLISM	0.105769230769231	0.999714255685327	0.190023305279108	-0.947976878612717	-1.26137643502144	1	PTGES	2Gy_vs_0Gy	0
REACTOME_ARMS_MEDIATED_ACTIVATION	0.834368530020704	0.999714255685327	0.0555947097758869	0.58766859344894	0.786404157494806	1	CRK	2Gy_vs_0Gy	0
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	0.552795031055901	0.999714255685327	0.0756946307932749	0.723506743737958	0.968179544719015	1	AHR	2Gy_vs_0Gy	0
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.535260115606936	0.999714255685327	0.0491927521045191	-0.306546748847469	-0.96313558729395	24	SPTBN2, SPTB, COL7A1, ACTR1A, BET1, COG1, ALG1, SLC35A1, UBC, ALG6, COPG1	2Gy_vs_0Gy	0
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.242236024844721	0.999714255685327	0.12563992130984	0.866088631984586	1.15897924194726	1	CASK	2Gy_vs_0Gy	0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.52887537993921	0.999714255685327	0.0625237414724762	-0.534400958306158	-0.95312642324054	3	COL7A1	2Gy_vs_0Gy	0
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.555769230769231	0.999714255685327	0.0716527366829457	-0.722543352601156	-0.961414965717562	1	UBC	2Gy_vs_0Gy	0
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.113871635610766	0.999714255685327	0.190023305279108	0.943159922928709	1.26211421342199	1	ORC4	2Gy_vs_0Gy	0
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.651315789473684	0.999714255685327	0.0919686140000427	0.362669245647969	0.849181690896283	5	CCNE2, STAT3, FBXW4, FBXW5, CCT2	2Gy_vs_0Gy	0
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	0.364640883977901	0.999714255685327	0.0762797180809272	-0.50579086134035	-1.09482545605336	6	UBC, PSMA4, PSMC3, FZD3, PSMD4	2Gy_vs_0Gy	0
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.582236842105263	0.999714255685327	0.0985499803531691	0.389162187696828	0.911214304898808	5	CCL2, EXOSC7	2Gy_vs_0Gy	0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	0.742043551088777	0.999714255685327	0.051218434854034	-0.508534260545955	-0.805085720429135	2	NFYA	2Gy_vs_0Gy	0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	0.742043551088777	0.999714255685327	0.051218434854034	-0.508534260545955	-0.805085720429135	2	NFYA	2Gy_vs_0Gy	0
REACTOME_ATTACHMENT_AND_ENTRY	0.167701863354037	0.999714255685327	0.154190966581424	0.906551059730251	1.2131251019715	1	NRP1	2Gy_vs_0Gy	0
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.603591160220994	0.999714255685327	0.0518457624865066	-0.420135527589545	-0.909417519680973	6	UBC, PSMA4, PSMC3, PSMD4, PABPC1, PSMC2	2Gy_vs_0Gy	0
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.89541547277937	0.999714255685327	0.0353910624222457	-0.313298626440098	-0.641465415699601	5	ACTR1A, CKAP5, CNTRL	2Gy_vs_0Gy	0
REACTOME_AUTOPHAGY	0.663414634146341	0.999714255685327	0.0418238690062304	-0.322642609724048	-0.856695770954382	13	HDAC6, LAMTOR4, ARL13B, ATG14, UBC	2Gy_vs_0Gy	0
REACTOME_AZATHIOPRINE_ADME	0.584589614740369	0.999714255685327	0.0623861492893626	-0.588051552756915	-0.930973475597304	2	NME1	2Gy_vs_0Gy	0
REACTOME_BACTERIAL_INFECTION_PATHWAYS	0.79136690647482	0.999714255685327	0.0860347242455604	0.307821571050006	0.77096426040687	6	SH3KBP1, RAB7A, ANTXR1, CTNND1, CALM1	2Gy_vs_0Gy	0
REACTOME_BASIGIN_INTERACTIONS	0.478846153846154	0.999714255685327	0.0793434960134973	-0.767822736030829	-1.02166363690253	1	SLC16A3	2Gy_vs_0Gy	0
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	0.472361809045226	0.999714255685327	0.0728938564822936	-0.639344262295082	-1.01217749903314	2	BBIP1, CCT2	2Gy_vs_0Gy	0
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.331689272503083	0.999714255685327	0.0753093764172773	-0.411569485539359	-1.11116771946394	14	AP2A1, UBC, PSMA4, PSMC3, AP2A2, FZD3, KRAS, PSMD4, PFN1	2Gy_vs_0Gy	0
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	0.859615384615385	0.999714255685327	0.0508054139066364	-0.582851637764933	-0.775541405678833	1	ECI2	2Gy_vs_0Gy	0
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	0.370600414078675	0.999714255685327	0.0978773277424561	0.801541425818882	1.07260370333718	1	STAT3	2Gy_vs_0Gy	0
REACTOME_BICARBONATE_TRANSPORTERS	0.192546583850932	0.999714255685327	0.142901149386948	0.893063583815029	1.19507648196342	1	SLC4A7	2Gy_vs_0Gy	0
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.201970443349754	0.999714255685327	0.153158808683073	0.765631702822151	1.25248201519482	2	APOE	2Gy_vs_0Gy	0
REACTOME_BIOLOGICAL_OXIDATIONS	0.793604651162791	0.999714255685327	0.0745500777420554	0.400579150579151	0.758965503339783	3	AHR, NNMT, ACSS1	2Gy_vs_0Gy	0
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.928057553956835	0.999714255685327	0.0774767547848578	0.247574881095136	0.6200715058654	6	ST8SIA4	2Gy_vs_0Gy	0
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	0.304347826086957	0.999714255685327	0.110122263835536	0.836223506743738	1.11901444050081	1	ST3GAL3	2Gy_vs_0Gy	0
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	0.0786749482401656	0.999714255685327	0.231126709673834	0.960500963391137	1.28531958200381	1	NOCT	2Gy_vs_0Gy	0
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.581239530988275	0.999714255685327	0.0626618230932491	-0.591128254580521	-0.935844354309672	2	ACAD8, IVD	2Gy_vs_0Gy	0
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	0.555769230769231	0.999714255685327	0.0716527366829457	-0.722543352601156	-0.961414965717562	1	UBC	2Gy_vs_0Gy	0
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	0.768472906403941	0.999714255685327	0.0678338263479455	0.464057311951321	0.759142333182217	2	EXOSC7	2Gy_vs_0Gy	0
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	0.928846153846154	0.999714255685327	0.0472587336673259	-0.546242774566474	-0.726829714082477	1	PPL	2Gy_vs_0Gy	0
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	0.546153846153846	0.999714255685327	0.0725351864394589	-0.729287090558767	-0.970388172064259	1	KAT2A	2Gy_vs_0Gy	0
REACTOME_CA2_PATHWAY	0.633093525179856	0.999714255685327	0.0988903007520636	0.347531461761859	0.870420924275719	6	GNB1, ITPR2, TNRC6B, CALM1, KRAS, FZD3	2Gy_vs_0Gy	0
REACTOME_CALCINEURIN_ACTIVATES_NFAT	0.445812807881773	0.999714255685327	0.0972150808846466	0.632594021215043	1.0348482587269	2	FKBP1A, CALM1	2Gy_vs_0Gy	0
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS	0.118012422360248	0.999714255685327	0.186432558434075	0.942196531791908	1.26082502627856	1	RAMP1	2Gy_vs_0Gy	0
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.845896147403685	0.999714255685327	0.0452247443372884	-0.467163173032085	-0.739589107162051	2	UBC	2Gy_vs_0Gy	0
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	0.809230769230769	0.999714255685327	0.0764767053228531	0.337500492997521	0.722728560259624	4	CREB1, CAMK4	2Gy_vs_0Gy	0
REACTOME_CARDIAC_CONDUCTION	0.0611123482395498	0.999714255685327	0.321775918075361	0.594385285575992	1.48868648330165	6	ASPH, ATP2A2, ITPR2, WWTR1, CALM1, SLC8A3	2Gy_vs_0Gy	0
REACTOME_CARDIOGENESIS	0.546153846153846	0.999714255685327	0.0725351864394589	-0.729287090558767	-0.970388172064259	1	KAT2A	2Gy_vs_0Gy	0
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	0.659966499162479	0.999714255685327	0.0566484183613995	-0.556330532758944	-0.880754361136074	2	COL7A1	2Gy_vs_0Gy	0
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.0686922060766182	0.999714255685327	0.195789002148949	-0.61788638769016	-1.43930861647478	8	KIAA0319, COPS7A, AP2A1, COPS3, UBC, AP2A2	2Gy_vs_0Gy	0
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	0.42489851150203	0.999714255685327	0.0675188953767744	-0.463039900069924	-1.04303087289637	7	ARL13B, BBIP1, RP2, EXOC7, CCT2	2Gy_vs_0Gy	0
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	0.492462311557789	0.999714255685327	0.0707899094502623	-0.632594021215043	-1.00149085877185	2	TRAF2, CFLAR	2Gy_vs_0Gy	0
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	0.492462311557789	0.999714255685327	0.0707899094502623	-0.632594021215043	-1.00149085877185	2	TRAF2, CFLAR	2Gy_vs_0Gy	0
